metro_info,flat_status,num_of_rooms,total_area_m2,living_area_m2,kitchen_area_m2,floor,year_of_bulding,price
"{'Underground name': ['Новочеркасская', 'Ладожская', 'Площадь Александра Невского'], 'Underground time': ['7', '13', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,44.55,27.7,5.1,8,1965,11700000
"{'Underground name': ['Лесная', 'Выборгская', 'Площадь Мужества'], 'Underground time': ['6', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,34.9,10.0,16.2,1,2026,11071082
"{'Underground name': ['Комендантский проспект', 'Удельная', 'Озерки'], 'Underground time': ['7', '10', '10'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,56.0,32.1,8.0,19,2019,11000000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['15', '16', '18'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,65.7,36.7,11.0,5,2016,11400000
"{'Underground name': ['Проспект Большевиков', 'Улица Дыбенко', 'Ладожская'], 'Underground time': ['18', '5', '9'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,75.1,45.3,10.0,4,1980,11200000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['18', '19', '20'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,50.99,22.1,17.4,2,2025,11500000
"{'Underground name': ['Проспект Большевиков', 'Ломоносовская', 'Улица Дыбенко'], 'Underground time': ['6', '7', '7'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,41.8,10.9,21.9,6,2023,11400000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['15', '16', '18'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,58.5,37.2,7.3,5,1987,10900000
"{'Underground name': ['Площадь Мужества', 'Политехническая', 'Озерки'], 'Underground time': ['25', '25', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,31.83,10.1,14.7,11,2024,11000000
"{'Underground name': ['Достоевская', 'Владимирская', 'Звенигородская'], 'Underground time': ['6', '7', '9'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,110.6,51.9,37.0,4,1842,44000000
"{'Underground name': ['Крестовский остров', 'Чкаловская', 'Василеостровская'], 'Underground time': ['18', '4', '5'], 'Transport type': ['legs', 'car', 'car']}",1,4-комнатная,116.5,44.5,37.7,2,2020,44000000
"{'Underground name': ['Чернышевская', 'Площадь Александра Невского', 'Площадь Восстания'], 'Underground time': ['19', '6', '6'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,101.8,47.7,18.5,3,2009,41738000
"{'Underground name': ['Фрунзенская', 'Московские ворота', 'Технологический институт'], 'Underground time': ['10', '19', '22'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,135.0,88.9,23.0,17,2016,43800000
"{'Underground name': ['Площадь Ленина', 'Новочеркасская', 'Выборгская'], 'Underground time': ['5', '6', '7'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,97.8,37.3,36.0,2,2016,42000000
"{'Underground name': ['Спасская', 'Сенная площадь', 'Адмиралтейская'], 'Underground time': ['10', '10', '12'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,124.6,81.4,18.0,2,1905,44900000
"{'Underground name': ['Садовая', 'Сенная площадь', 'Спасская'], 'Underground time': ['11', '13', '13'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,95.0,24.6,46.7,4,2003,43000000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Чкаловская'], 'Underground time': ['22', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,117.0,43.1,43.8,6,2022,42000000
"{'Underground name': ['Ленинский проспект', 'Автово', 'Проспект Ветеранов'], 'Underground time': ['11', '12', '12'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,84.0,42.1,16.2,1,2014,44450000
"{'Underground name': ['Чкаловская', 'Петроградская', 'Спортивная'], 'Underground time': ['5', '19', '21'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,83.1,64.2,8.0,2,2023,42000000
"{'Underground name': ['Чернышевская', 'Площадь Ленина', 'Маяковская'], 'Underground time': ['8', '18', '23'], 'Transport type': ['legs', 'legs', 'legs']}",1,5-комнатная,184.3,119.9,22.6,5,1901,40997000
"{'Underground name': ['Чернышевская', 'Площадь Восстания', 'Гостиный двор'], 'Underground time': ['7', '25', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,4-комнатная,103.5,57.0,18.0,6,1862,44000000
"{'Underground name': ['Спортивная', 'Чкаловская', 'Василеостровская'], 'Underground time': ['19', '22', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,75.6,32.6,23.0,5,2026,44000000
"{'Underground name': ['Адмиралтейская', 'Гостиный двор', 'Невский проспект'], 'Underground time': ['3', '7', '9'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,99.5,52.4,8.5,3,1826,41478000
"{'Underground name': ['Беговая', 'Комендантский проспект', 'Черная речка'], 'Underground time': ['11', '18', '18'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,121.2,86.4,20.0,2,2016,41000000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.8,15.0,10.4,9,2024,5820588
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,39.67,17.3,13.1,8,2025,5752150
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '22', '22'], 'Transport type': ['car', 'car', 'car']}",0,Студия,31.7,16.7,7.0,2,2024,5842614
"{'Underground name': ['Ломоносовская', 'Пролетарская', 'Улица Дыбенко'], 'Underground time': ['9', '10', '12'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,35.4,17.0,11.0,22,2022,5750000
"{'Underground name': ['Автово', 'Кировский завод', 'Ленинский проспект'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.65,10.8,5.4,5,2025,5897460
"{'Underground name': ['Елизаровская', 'Улица Дыбенко', 'Проспект Большевиков'], 'Underground time': ['20', '7', '7'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,33.75,13.2,13.5,10,2025,5818078
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.13,13.5,10.4,11,2024,5788806
"{'Underground name': ['Улица Дыбенко', 'Елизаровская', 'Ломоносовская'], 'Underground time': ['30', '19', '6'], 'Transport type': ['legs', 'legs', 'car']}",0,Студия,21.34,9.9,5.9,2,2027,5911180
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['17', '18', '20'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,30.7,17.0,5.4,2,1968,5800000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['22', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.0,12.3,10.1,3,2024,5822880
"{'Underground name': ['Елизаровская', 'Улица Дыбенко', 'Проспект Большевиков'], 'Underground time': ['20', '7', '7'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,36.78,12.8,16.5,2,2025,5994220
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Площадь Александра Невского'], 'Underground time': ['9', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",0,Студия,23.35,14.4,4.0,15,2025,5934636
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,45.54,13.8,18.5,1,2026,5879943
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '14'], 'Transport type': ['car', 'car', 'car']}",0,Студия,29.49,12.4,6.8,8,2025,5996576
"{'Underground name': ['Улица Дыбенко', 'Елизаровская', 'Ломоносовская'], 'Underground time': ['30', '19', '6'], 'Transport type': ['legs', 'legs', 'car']}",0,Студия,18.24,6.3,5.2,12,2027,5982720
"{'Underground name': ['Елизаровская', 'Улица Дыбенко', 'Проспект Большевиков'], 'Underground time': ['20', '7', '7'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,34.78,10.8,14.5,3,2025,5966943
"{'Underground name': ['Елизаровская', 'Улица Дыбенко', 'Проспект Большевиков'], 'Underground time': ['18', '7', '9'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,33.81,12.9,12.0,9,2026,5945065
"{'Underground name': ['Шушары', 'Купчино', 'Дунайская'], 'Underground time': ['16', '16', '21'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,47.4,27.0,9.3,5,2021,5960000
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,30.59,10.1,15.0,20,2024,5961991
"{'Underground name': ['Шушары', 'Обухово', 'Дунайская'], 'Underground time': ['17', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,26.58,14.0,5.3,3,2024,5887269
"{'Underground name': ['Беговая', 'Старая Деревня', 'Комендантский проспект'], 'Underground time': ['15', '23', '23'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,44.2,18.4,13.3,5,2014,5900000
"{'Underground name': ['Автово', 'Кировский завод', 'Ленинский проспект'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.44,10.1,5.3,3,2025,5840256
"{'Underground name': ['Черная речка', 'Пионерская', 'Удельная'], 'Underground time': ['13', '18', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,30.3,16.2,5.7,5,1962,5750000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,46.99,14.6,19.7,2,2026,5977122
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['17', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,38.86,11.4,17.0,2,2026,5754440
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['4', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.58,11.0,5.2,10,2026,6032153
"{'Underground name': ['Купчино', 'Звездная', 'Дунайская'], 'Underground time': ['3', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,31.78,10.2,12.1,2,2025,6184770
"{'Underground name': ['Ладожская', 'Проспект Большевиков', 'Улица Дыбенко'], 'Underground time': ['12', '14', '14'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,49.4,30.2,8.0,5,1977,6250000
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Политехническая'], 'Underground time': ['25', '6', '7'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,45.5,30.7,6.2,4,1966,6050000
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Площадь Александра Невского'], 'Underground time': ['9', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",0,Студия,32.54,22.0,5.0,2,2025,6129559
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['11', '10', '11'], 'Transport type': ['car', 'car', 'car']}",0,Студия,22.5,10.8,4.0,8,2026,6013868
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['24', '24', '26'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,37.22,9.4,18.1,1,2026,6159910
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,27.6,14.4,3.3,5,2024,6107797
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Площадь Александра Невского'], 'Underground time': ['9', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",0,Студия,24.29,14.3,5.0,15,2025,6062055
"{'Underground name': ['Ломоносовская', 'Елизаровская', 'Улица Дыбенко'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.9,11.3,16.0,2,2026,6254550
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '9', '9'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,30.57,10.1,9.5,15,2025,6264462
"{'Underground name': ['Приморская', 'Горный институт', 'Зенит'], 'Underground time': ['6', 'откроется', '7'], 'Transport type': ['car', 'car', 'car']}",1,Студия,19.2,7.6,5.1,8,2024,6144000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['22', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,34.13,12.6,10.1,3,2024,6032068
"{'Underground name': ['Рыбацкое', 'Пролетарская', 'Обухово'], 'Underground time': ['11', '14', '14'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,56.2,30.3,8.4,1,1950,6200000
"{'Underground name': ['Пионерская', 'Черная речка', 'Удельная'], 'Underground time': ['21', '22', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,31.2,16.8,5.2,4,1961,5900000
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['30', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,20.2,8.6,3.2,13,2024,6193320
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['17', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,41.35,13.9,17.0,3,2026,6179250
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['17', '21', '21'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,39.73,13.0,14.2,2,2026,5967880
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['24', '24', '26'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.2,11.3,12.5,8,2026,6019200
"{'Underground name': ['Звездная', 'Московская', 'Купчино'], 'Underground time': ['19', '20', '21'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,35.05,10.1,15.1,4,2024,6190000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['9', '23', '7'], 'Transport type': ['legs', 'legs', 'car']}",1,4-комнатная,49.5,38.0,6.5,5,1965,6290000
"{'Underground name': ['Ленинский проспект', 'Проспект Ветеранов', 'Автово'], 'Underground time': ['10', '10', '12'], 'Transport type': ['car', 'car', 'car']}",1,Студия,36.7,22.0,6.0,3,1981,6299851
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '14'], 'Transport type': ['car', 'car', 'car']}",0,Студия,26.82,8.3,7.1,2,2025,6118044
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['24', '24', '26'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,35.92,9.4,16.8,3,2026,6142320
"{'Underground name': ['Купчино', 'Шушары', 'Обухово'], 'Underground time': ['21', '13', '16'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,37.54,14.7,16.0,5,2025,5916773
"{'Underground name': ['Московская', 'Звездная', 'Купчино'], 'Underground time': ['22', '15', '16'], 'Transport type': ['car', 'car', 'car']}",0,Студия,27.7,12.2,5.1,1,2026,6013670
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,38.18,18.0,11.2,11,2026,4680455
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,1-комнатная,26.3,10.3,9.3,2,2025,4426290
"{'Underground name': ['Академическая'], 'Underground time': ['17'], 'Transport type': ['car']}",0,Студия,25.4,11.9,5.0,6,2024,4653280
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,1-комнатная,27.3,10.3,9.3,2,2025,4545450
"{'Underground name': ['Московская', 'Звездная', 'Купчино'], 'Underground time': ['22', '15', '16'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.8,10.0,5.0,1,2026,4412320
"{'Underground name': ['Звездная', 'Купчино', 'Московская'], 'Underground time': ['9', '11', '11'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,29.1,16.7,5.3,4,1970,4500000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,35.68,12.7,10.6,11,2026,4712761
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '12', '10'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,31.4,9.8,15.4,15,2026,4731980
"{'Underground name': ['Купчино', 'Шушары', 'Обухово'], 'Underground time': ['22', '13', '16'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,31.72,9.7,15.0,3,2025,4690198
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '9', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.07,11.0,3.0,14,2025,4481122
"{'Underground name': ['Московская', 'Звездная', 'Купчино'], 'Underground time': ['22', '15', '16'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.4,10.0,5.0,3,2026,4697300
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,1-комнатная,30.5,13.2,7.6,4,2025,4693950
"{'Underground name': ['Ломоносовская', 'Елизаровская', 'Улица Дыбенко'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.7,13.9,5.0,3,2026,4734990
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['18', '19', '21'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,30.2,18.6,6.0,4,1960,4790000
"{'Underground name': ['Озерки', 'Проспект Просвещения', 'Парнас'], 'Underground time': ['25', '25', '26'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,32.8,12.3,6.9,1,1974,4750000
"{'Underground name': ['Шушары', 'Купчино', 'Дунайская'], 'Underground time': ['16', '16', '21'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,43.3,25.2,8.0,1,2021,4798000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['6', '8', '5'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.4,10.2,5.0,5,2023,4492800
"{'Underground name': ['Ломоносовская', 'Улица Дыбенко', 'Пролетарская'], 'Underground time': ['4', '6', '6'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,30.5,16.0,7.0,5,1962,4750000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['4', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,19.78,9.0,5.1,1,2026,4556283
"{'Underground name': ['Академическая'], 'Underground time': ['17'], 'Transport type': ['car']}",0,Студия,25.5,11.9,5.0,8,2024,4671600
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,1-комнатная,27.5,10.2,9.4,1,2025,4603500
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['14', '13', '9'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.2,12.5,14.1,8,2026,4762380
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['5', '8', '5'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.6,11.6,5.2,17,2023,4575600
"{'Underground name': ['Шушары', 'Купчино', 'Звездная'], 'Underground time': ['14', '15', '16'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,42.0,28.0,5.0,3,1971,4500000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,36.78,12.0,10.8,11,2026,4506064
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,34.79,10.5,10.2,7,2026,4453851
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.85,12.7,5.1,11,2024,4192637
"{'Underground name': ['Шушары', 'Купчино', 'Дунайская'], 'Underground time': ['16', '17', '21'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,32.2,15.3,11.0,9,2021,4382000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['5', '8', '5'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.4,11.2,5.0,3,2023,4440800
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.89,10.5,14.1,7,2026,4361576
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,34.48,10.2,15.3,7,2026,4415474
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.13,9.8,5.1,3,2024,4227479
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['19', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,33.31,15.5,3.8,1,2026,4083006
"{'Underground name': ['Ломоносовская', 'Елизаровская', 'Улица Дыбенко'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.0,9.8,5.0,2,2025,4403700
"{'Underground name': ['Академическая'], 'Underground time': ['17'], 'Transport type': ['car']}",0,Студия,18.8,7.6,5.0,9,2024,3979960
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,1-комнатная,28.9,9.9,12.7,1,2025,4421700
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,Студия,27.3,9.8,8.1,24,2025,4245150
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['22', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.3,10.0,4.7,11,2024,3885069
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.79,12.1,5.0,2,2024,4151729
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.14,10.0,5.0,9,2024,4020828
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['22', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.02,10.9,5.1,1,2024,4056009
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['4', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.45,10.0,5.4,1,2026,3992750
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,Студия,20.58,8.5,5.0,1,2024,3811416
"{'Underground name': ['Улица Дыбенко', 'Ломоносовская', 'Пролетарская'], 'Underground time': ['21', '7', '8'], 'Transport type': ['legs', 'car', 'car']}",0,Студия,27.61,15.3,3.0,19,2026,3950000
"{'Underground name': ['Ломоносовская', 'Елизаровская', 'Улица Дыбенко'], 'Underground time': ['6', '6', '6'], 'Transport type': ['car', 'car', 'car']}",0,Студия,20.2,8.7,5.0,2,2026,4326840
"{'Underground name': ['Академическая'], 'Underground time': ['19'], 'Transport type': ['car']}",0,1-комнатная,30.4,17.1,8.2,1,2025,4383680
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['5', '8', '9'], 'Transport type': ['car', 'car', 'car']}",0,Студия,19.78,9.0,5.1,1,2025,4311051
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['22', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.29,10.7,5.6,11,2024,4160397
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.59,13.3,3.5,2,2025,3811450
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['22', '24', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,21.7,11.0,5.0,1,2024,3928959
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '13'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,32.0,15.0,6.0,2,1960,4000000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '14'], 'Transport type': ['car', 'car', 'car']}",0,Студия,23.28,11.2,5.0,2,2025,4400000
"{'Underground name': ['Пролетарская', 'Ломоносовская', 'Обухово'], 'Underground time': ['11', '18', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,56.0,32.0,9.2,15,2015,16200000
"{'Underground name': ['Сенная площадь', 'Спасская', 'Садовая'], 'Underground time': ['4', '5', '6'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,79.4,55.0,11.0,3,1860,15000000
"{'Underground name': ['Площадь Александра Невского', 'Площадь Восстания', 'Маяковская'], 'Underground time': ['14', '16', '19'], 'Transport type': ['legs', 'legs', 'legs']}",1,1-комнатная,41.2,21.9,11.0,6,2014,14950000
"{'Underground name': ['Пионерская', 'Площадь Мужества', 'Черная речка'], 'Underground time': ['9', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",0,2-комнатная,53.06,25.7,11.0,4,2024,15545212
"{'Underground name': ['Выборгская', 'Площадь Ленина', 'Петроградская'], 'Underground time': ['8', '21', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,64.3,42.2,9.8,5,1879,15399000
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Чернышевская'], 'Underground time': ['4', '4', '8'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,51.0,22.6,17.3,3,2025,14700000
"{'Underground name': ['Василеостровская', 'Спортивная'], 'Underground time': ['15', '15'], 'Transport type': ['legs', 'legs']}",1,4-комнатная,85.7,48.7,14.4,4,1854,15900000
"{'Underground name': ['Московские ворота', 'Электросила', 'Фрунзенская'], 'Underground time': ['6', '23', '24'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,53.1,28.3,10.2,7,2024,14800000
"{'Underground name': ['Беговая', 'Комендантский проспект', 'Старая Деревня'], 'Underground time': ['11', '18', '18'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,65.5,34.0,16.0,3,2016,16300000
"{'Underground name': ['Проспект Просвещения', 'Озерки', 'Парнас'], 'Underground time': ['11', '12', '12'], 'Transport type': ['car', 'car', 'car']}",1,4-комнатная,113.1,64.0,12.3,2,2017,14900000
